Process	PID	Thread	TID	State	Wall duration (ms)	Avg Wall duration (ms)	Occurrences
org.mozilla.firefox:media	13077	Binder:13077_1	13094	Runnable	2024.184286	0.53184	3806
media.codec	672	HwBinder:672_C	14698	Running	1933.705616	0.400601	4827
org.mozilla.firefox:tab0	12875	Thread-4	13083	Runnable	1921.298743	0.347243	5533
org.mozilla.firefox:tab0	12875	Thread-3	13072	Runnable	1876.4789	0.343551	5462
org.mozilla.firefox	9901	DefaultDispatch	9949	Sleeping	1874.51511	234.314388	8
kthreadd	2	tx_thread	1418	Runnable	1848.755181	0.055029	33596
org.mozilla.firefox:tab0	12875	Thread-6	13122	Runnable	1809.597495	0.351582	5147
org.mozilla.firefox	9901	IPDL Background	10046	Runnable	1712.984626	0.427925	4003
org.mozilla.firefox:tab0	12875	Thread-5	13070	Running	1707.141678	0.221132	7720
org.mozilla.firefox:tab0	12875	MediaSupervisor	13128	Running	1667.74374	0.324653	5137
org.mozilla.firefox	9901	Gecko	9931	Runnable (Preempted)	1655.286876	0.688841	2403
org.mozilla.firefox:tab0	12875	MediaSupervisor	13128	Runnable	1578.07888	0.331111	4766
